[BOOT] M2M post-only binance ↔ kucoin ETH/USDC
[SNAP] {'binance': {'USDC': 24.987513305446793, 'BTC': 0.002205411651549825}, 'kucoin': {'USDC': 249.96999800029994, 'BTC': 7.099926369351147e-05}}
[EDGE] AB=-2.59bps BA=0.20bps | A=None | B=None
    skip_further_error_handling = self.handle_errors(http_status_code, http_status_text, url, method, headers, http_response, json_response, request_headers, request_body)
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/kucoin.py", line 4956, in handle_errors
    raise ExchangeError(feedback)
ccxt.base.errors.ExchangeError: kucoin {"code":"429000","msg":"Too many requests. User-level rate limit exceeded."}
    raise ExchangeError(feedback)
ccxt.base.errors.ExchangeError: kucoin {"code":"429000","msg":"Too many requests. User-level rate limit exceeded."}
[EDGE] AB=0.30bps BA=-0.31bps | A=None | B=None
[EDGE] AB=0.30bps BA=-0.31bps | A=None | B=None
[EDGE] AB=0.70bps BA=-0.71bps | A=None | B=None
[EDGE] AB=0.70bps BA=-0.71bps | A=None | B=None
[EDGE] AB=0.70bps BA=-0.71bps | A=None | B=None
[EDGE] AB=0.70bps BA=-0.71bps | A=None | B=None
[EDGE] AB=0.70bps BA=-0.71bps | A=None | B=None
[EDGE] AB=0.70bps BA=-0.71bps | A=None | B=None
[EDGE] AB=0.70bps BA=-0.71bps | A=None | B=None
[EDGE] AB=-0.18bps BA=0.17bps | A=None | B=None
[EDGE] AB=-0.18bps BA=0.17bps | A=None | B=None
[EDGE] AB=-1.38bps BA=1.37bps | A=None | B=None
[EDGE] AB=-1.78bps BA=1.77bps | A=None | B=None
[EDGE] AB=-1.17bps BA=1.16bps | A=None | B=None
[EDGE] AB=-1.17bps BA=1.16bps | A=None | B=None
[EDGE] AB=-1.17bps BA=1.16bps | A=None | B=None
[EDGE] AB=-1.17bps BA=1.16bps | A=None | B=None
[EDGE] AB=-0.30bps BA=0.29bps | A=None | B=None
[EDGE] AB=-0.30bps BA=0.29bps | A=None | B=None
[EDGE] AB=-0.30bps BA=0.29bps | A=None | B=None
[EDGE] AB=-0.30bps BA=0.29bps | A=None | B=None
[EDGE] AB=-0.30bps BA=0.29bps | A=None | B=None
[EDGE] AB=-0.30bps BA=0.29bps | A=None | B=None
[EDGE] AB=-0.30bps BA=0.29bps | A=None | B=None
[EDGE] AB=-0.30bps BA=0.29bps | A=None | B=None
[EDGE] AB=-0.30bps BA=0.29bps | A=None | B=None
[EDGE] AB=-0.30bps BA=0.29bps | A=None | B=None
[EDGE] AB=-0.30bps BA=0.29bps | A=None | B=None
[EDGE] AB=0.88bps BA=-0.89bps | A=None | B=None
[EDGE] AB=-0.29bps BA=0.28bps | A=None | B=None
[EDGE] AB=-0.40bps BA=0.39bps | A=None | B=None
[EDGE] AB=-0.40bps BA=0.39bps | A=None | B=None
[EDGE] AB=-0.40bps BA=0.39bps | A=None | B=None
[EDGE] AB=-0.40bps BA=0.39bps | A=None | B=None
[EDGE] AB=-0.40bps BA=0.39bps | A=None | B=None
[EDGE] AB=-0.40bps BA=0.39bps | A=None | B=None
[EDGE] AB=-0.40bps BA=0.39bps | A=None | B=None
[EDGE] AB=-0.40bps BA=0.39bps | A=None | B=None
[EDGE] AB=-0.40bps BA=0.39bps | A=None | B=None
[EDGE] AB=-0.40bps BA=0.39bps | A=None | B=None
[EDGE] AB=-0.40bps BA=0.39bps | A=None | B=None
[EDGE] AB=-0.40bps BA=0.39bps | A=None | B=None
[EDGE] AB=-0.40bps BA=0.39bps | A=None | B=None
[EDGE] AB=-0.40bps BA=0.39bps | A=None | B=None
[EDGE] AB=-0.40bps BA=0.39bps | A=None | B=None
[EDGE] AB=-0.40bps BA=0.39bps | A=None | B=None
[EDGE] AB=0.42bps BA=-0.44bps | A=None | B=None
[EDGE] AB=0.42bps BA=-0.44bps | A=None | B=None
[EDGE] AB=0.42bps BA=-0.44bps | A=None | B=None
[EDGE] AB=-0.39bps BA=0.38bps | A=None | B=None
[EDGE] AB=-0.39bps BA=0.38bps | A=None | B=None
[EDGE] AB=-0.39bps BA=0.38bps | A=None | B=None
[EDGE] AB=-0.39bps BA=0.38bps | A=None | B=None
[EDGE] AB=-0.28bps BA=0.27bps | A=None | B=None
[EDGE] AB=-0.28bps BA=0.27bps | A=None | B=None
[EDGE] AB=-0.28bps BA=0.27bps | A=None | B=None
[EDGE] AB=-0.28bps BA=0.27bps | A=None | B=None
[EDGE] AB=0.54bps BA=-0.55bps | A=None | B=None
[EDGE] AB=0.54bps BA=-0.55bps | A=None | B=None
[EDGE] AB=-0.46bps BA=0.45bps | A=None | B=None
[EDGE] AB=0.53bps BA=-0.54bps | A=None | B=None
[EDGE] AB=-0.48bps BA=0.47bps | A=None | B=None
[EDGE] AB=-0.48bps BA=0.47bps | A=None | B=None
[EDGE] AB=-0.48bps BA=0.47bps | A=None | B=None
[EDGE] AB=-0.38bps BA=0.37bps | A=None | B=None
[EDGE] AB=-0.43bps BA=0.42bps | A=None | B=None
Traceback (most recent call last):
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/base/exchange.py", line 584, in fetch
    response.raise_for_status()
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/requests/models.py", line 1026, in raise_for_status
    raise HTTPError(http_error_msg, response=self)
requests.exceptions.HTTPError: 429 Client Error: Too Many Requests for url: https://api.kucoin.com/api/v1/market/stats?symbol=BTC-USDC

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/src/main_cross_m2m.py", line 182, in <module>
    asyncio.run(loop())
  File "/Library/Frameworks/Python.framework/Versions/3.10/lib/python3.10/asyncio/runners.py", line 44, in run
    return loop.run_until_complete(main)
  File "/Library/Frameworks/Python.framework/Versions/3.10/lib/python3.10/asyncio/base_events.py", line 649, in run_until_complete
    return future.result()
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/src/main_cross_m2m.py", line 74, in loop
    ta, tb = await asyncio.gather(
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/src/main_cross_m2m.py", line 43, in fetch_ticker
    return await asyncio.to_thread(exchange.fetch_ticker, pair)
  File "/Library/Frameworks/Python.framework/Versions/3.10/lib/python3.10/asyncio/threads.py", line 25, in to_thread
    return await loop.run_in_executor(None, func_call)
  File "/Library/Frameworks/Python.framework/Versions/3.10/lib/python3.10/concurrent/futures/thread.py", line 58, in run
    result = self.fn(*self.args, **self.kwargs)
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/kucoin.py", line 1874, in fetch_ticker
    response = self.publicGetMarketStats(self.extend(request, params))
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/base/types.py", line 35, in unbound_method
    return _self.request(self.path, self.api, self.method, params, config=self.config)
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/base/exchange.py", line 4724, in request
    return self.fetch2(path, api, method, params, headers, body, config)
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/base/exchange.py", line 4720, in fetch2
    raise e
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/base/exchange.py", line 4709, in fetch2
    return self.fetch(request['url'], request['method'], request['headers'], request['body'])
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/base/exchange.py", line 600, in fetch
    skip_further_error_handling = self.handle_errors(http_status_code, http_status_text, url, method, headers, http_response, json_response, request_headers, request_body)
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/kucoin.py", line 4956, in handle_errors
    raise ExchangeError(feedback)
ccxt.base.errors.ExchangeError: kucoin {"code":"429000","msg":"Too many requests. User-level rate limit exceeded."}
[BOOT] M2M post-only binance ↔ kucoin BTC/USDC
[SNAP] {'binance': {'USDC': 24.987513305446793, 'BTC': 0.002205411651549825}, 'kucoin': {'USDC': 249.96999800029994, 'BTC': 7.099926369351147e-05}}
[EDGE] AB=-0.40bps BA=0.39bps | A=None | B=None
[EDGE] AB=-0.40bps BA=0.39bps | A=None | B=None
[EDGE] AB=-0.40bps BA=0.39bps | A=None | B=None
[EDGE] AB=-0.40bps BA=0.39bps | A=None | B=None
[EDGE] AB=-0.40bps BA=0.39bps | A=None | B=None
[EDGE] AB=-0.40bps BA=0.39bps | A=None | B=None
[EDGE] AB=-0.40bps BA=0.39bps | A=None | B=None
[EDGE] AB=-0.40bps BA=0.39bps | A=None | B=None
[EDGE] AB=0.42bps BA=-0.44bps | A=None | B=None
[EDGE] AB=0.42bps BA=-0.44bps | A=None | B=None
[EDGE] AB=0.42bps BA=-0.44bps | A=None | B=None
[EDGE] AB=-0.39bps BA=0.38bps | A=None | B=None
[EDGE] AB=-0.39bps BA=0.38bps | A=None | B=None
[EDGE] AB=-0.39bps BA=0.38bps | A=None | B=None
[EDGE] AB=-0.39bps BA=0.38bps | A=None | B=None
[EDGE] AB=-0.28bps BA=0.27bps | A=None | B=None
[EDGE] AB=-0.28bps BA=0.27bps | A=None | B=None
[EDGE] AB=-0.28bps BA=0.27bps | A=None | B=None
[EDGE] AB=-0.28bps BA=0.27bps | A=None | B=None
[EDGE] AB=0.54bps BA=-0.55bps | A=None | B=None
[EDGE] AB=0.54bps BA=-0.55bps | A=None | B=None
[EDGE] AB=-0.46bps BA=0.45bps | A=None | B=None
[EDGE] AB=0.53bps BA=-0.54bps | A=None | B=None
[EDGE] AB=-0.48bps BA=0.47bps | A=None | B=None
[EDGE] AB=-0.48bps BA=0.47bps | A=None | B=None
[EDGE] AB=-0.38bps BA=0.37bps | A=None | B=None
[EDGE] AB=-0.38bps BA=0.37bps | A=None | B=None
[EDGE] AB=0.56bps BA=-0.57bps | A=None | B=None
Traceback (most recent call last):
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/base/exchange.py", line 584, in fetch
    response.raise_for_status()
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/requests/models.py", line 1026, in raise_for_status
    raise HTTPError(http_error_msg, response=self)
requests.exceptions.HTTPError: 429 Client Error: Too Many Requests for url: https://api.kucoin.com/api/v1/market/stats?symbol=BTC-USDC

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/src/main_cross_m2m.py", line 182, in <module>
    asyncio.run(loop())
  File "/Library/Frameworks/Python.framework/Versions/3.10/lib/python3.10/asyncio/runners.py", line 44, in run
    return loop.run_until_complete(main)
  File "/Library/Frameworks/Python.framework/Versions/3.10/lib/python3.10/asyncio/base_events.py", line 649, in run_until_complete
    return future.result()
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/src/main_cross_m2m.py", line 74, in loop
    ta, tb = await asyncio.gather(
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/src/main_cross_m2m.py", line 43, in fetch_ticker
    return await asyncio.to_thread(exchange.fetch_ticker, pair)
  File "/Library/Frameworks/Python.framework/Versions/3.10/lib/python3.10/asyncio/threads.py", line 25, in to_thread
    return await loop.run_in_executor(None, func_call)
  File "/Library/Frameworks/Python.framework/Versions/3.10/lib/python3.10/concurrent/futures/thread.py", line 58, in run
    result = self.fn(*self.args, **self.kwargs)
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/kucoin.py", line 1874, in fetch_ticker
    response = self.publicGetMarketStats(self.extend(request, params))
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/base/types.py", line 35, in unbound_method
    return _self.request(self.path, self.api, self.method, params, config=self.config)
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/base/exchange.py", line 4724, in request
    return self.fetch2(path, api, method, params, headers, body, config)
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/base/exchange.py", line 4720, in fetch2
    raise e
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/base/exchange.py", line 4709, in fetch2
    return self.fetch(request['url'], request['method'], request['headers'], request['body'])
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/base/exchange.py", line 600, in fetch
    skip_further_error_handling = self.handle_errors(http_status_code, http_status_text, url, method, headers, http_response, json_response, request_headers, request_body)
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/kucoin.py", line 4956, in handle_errors
    raise ExchangeError(feedback)
ccxt.base.errors.ExchangeError: kucoin {"code":"429000","msg":"Too many requests. User-level rate limit exceeded."}
